Programme course id,Programme code,Study Year,Academic Year,Course,Course Type
100142019-20201101,10014,2.0,2019-2020,1101,elective
100142019-20201094,10014,2.0,2019-2020,1094,elective
100142019-20201064,10014,2.0,2019-2020,1064,elective
100142019-20201033,10014,2.0,2019-2020,1033,elective
100142020-20211261,10014,2.0,2020-2021,1261,compulsory
100142020-20211236,10014,2.0,2020-2021,1236,compulsory
100142020-20211295,10014,2.0,2020-2021,1295,compulsory-elective
100142020-20211269,10014,2.0,2020-2021,1269,compulsory-elective
100142020-20211015,10014,2.0,2020-2021,1015,compulsory-elective
100142020-20211226,10014,2.0,2020-2021,1226,elective
100142020-20211124,10014,2.0,2020-2021,1124,elective
100142020-20211116,10014,2.0,2020-2021,1116,elective
100142020-20211099,10014,2.0,2020-2021,1099,elective
100142020-20211043,10014,2.0,2020-2021,1043,elective
100142020-20211035,10014,2.0,2020-2021,1035,elective
100142021-20221069,10014,2.0,2021-2022,1069,compulsory
100142021-20221269,10014,2.0,2021-2022,1269,compulsory-elective
100142021-20221222,10014,2.0,2021-2022,1222,compulsory-elective
100142021-20221274,10014,2.0,2021-2022,1274,elective
100142021-20221235,10014,2.0,2021-2022,1235,elective
100142021-20221203,10014,2.0,2021-2022,1203,elective
100142021-20221078,10014,2.0,2021-2022,1078,elective
100142021-20221032,10014,2.0,2021-2022,1032,elective
100142022-20231258,10014,2.0,2022-2023,1258,compulsory
100142022-20231154,10014,2.0,2022-2023,1154,compulsory
100142022-20231297,10014,2.0,2022-2023,1297,compulsory
100142022-20231275,10014,2.0,2022-2023,1275,compulsory
100142022-20231241,10014,2.0,2022-2023,1241,elective
100142022-20231175,10014,2.0,2022-2023,1175,elective
100142022-20231151,10014,2.0,2022-2023,1151,elective
100142022-20231113,10014,2.0,2022-2023,1113,elective
100142023-20241223,10014,2.0,2023-2024,1223,compulsory
100142023-20241139,10014,2.0,2023-2024,1139,compulsory
100142023-20241192,10014,2.0,2023-2024,1192,compulsory
100142023-20241093,10014,2.0,2023-2024,1093,compulsory
100142023-20241269,10014,2.0,2023-2024,1269,elective
100142023-20241262,10014,2.0,2023-2024,1262,elective
100142023-20241226,10014,2.0,2023-2024,1226,elective
100142023-20241020,10014,2.0,2023-2024,1020,elective
100212013-20141177,10021,1.0,2013-2014,1177,compulsory
100212013-20141171,10021,1.0,2013-2014,1171,compulsory-elective
100212013-20141100,10021,1.0,2013-2014,1100,compulsory-elective
100212013-20141270,10021,1.0,2013-2014,1270,elective
100212013-20141158,10021,1.0,2013-2014,1158,elective
100212013-20141133,10021,1.0,2013-2014,1133,elective
100212013-20141070,10021,1.0,2013-2014,1070,elective
100212014-20151127,10021,1.0,2014-2015,1127,compulsory
100212014-20151122,10021,1.0,2014-2015,1122,compulsory
100212014-20151271,10021,1.0,2014-2015,1271,compulsory-elective
100212014-20151263,10021,1.0,2014-2015,1263,compulsory-elective
100212014-20151155,10021,1.0,2014-2015,1155,compulsory-elective
100212014-20151040,10021,1.0,2014-2015,1040,compulsory-elective
100212014-20151282,10021,1.0,2014-2015,1282,elective
100212014-20151199,10021,1.0,2014-2015,1199,elective
100212014-20151139,10021,1.0,2014-2015,1139,elective
100212014-20151104,10021,1.0,2014-2015,1104,elective
100212014-20151056,10021,1.0,2014-2015,1056,elective
100212015-20161278,10021,1.0,2015-2016,1278,compulsory
100212015-20161047,10021,1.0,2015-2016,1047,compulsory
100212015-20161292,10021,1.0,2015-2016,1292,compulsory-elective
100212015-20161229,10021,1.0,2015-2016,1229,compulsory-elective
100212015-20161165,10021,1.0,2015-2016,1165,compulsory-elective
100212015-20161261,10021,1.0,2015-2016,1261,elective
100212015-20161230,10021,1.0,2015-2016,1230,elective
100212015-20161174,10021,1.0,2015-2016,1174,elective
100212015-20161146,10021,1.0,2015-2016,1146,elective
100212016-20171275,10021,1.0,2016-2017,1275,compulsory
100212016-20171065,10021,1.0,2016-2017,1065,compulsory
100212016-20171234,10021,1.0,2016-2017,1234,compulsory
100212016-20171079,10021,1.0,2016-2017,1079,compulsory
100212016-20171250,10021,1.0,2016-2017,1250,elective
100212016-20171105,10021,1.0,2016-2017,1105,elective
100212016-20171076,10021,1.0,2016-2017,1076,elective
100212016-20171036,10021,1.0,2016-2017,1036,elective
100212017-20181043,10021,1.0,2017-2018,1043,compulsory
100212017-20181006,10021,1.0,2017-2018,1006,compulsory
100212017-20181231,10021,1.0,2017-2018,1231,compulsory-elective
100212017-20181106,10021,1.0,2017-2018,1106,compulsory-elective
100212017-20181098,10021,1.0,2017-2018,1098,compulsory-elective
100212017-20181090,10021,1.0,2017-2018,1090,compulsory-elective
100212017-20181280,10021,1.0,2017-2018,1280,compulsory-elective
100212017-20181178,10021,1.0,2017-2018,1178,compulsory-elective
100212017-20181147,10021,1.0,2017-2018,1147,compulsory-elective
100212017-20181116,10021,1.0,2017-2018,1116,compulsory-elective
100212018-20191181,10021,1.0,2018-2019,1181,compulsory
100212018-20191213,10021,1.0,2018-2019,1213,compulsory-elective
100212018-20191187,10021,1.0,2018-2019,1187,compulsory-elective
100212018-20191078,10021,1.0,2018-2019,1078,compulsory-elective
100212018-20191016,10021,1.0,2018-2019,1016,compulsory-elective
100212018-20191279,10021,1.0,2018-2019,1279,elective
100212018-20191188,10021,1.0,2018-2019,1188,elective
100212018-20191165,10021,1.0,2018-2019,1165,elective
100212018-20191136,10021,1.0,2018-2019,1136,elective
100212018-20191133,10021,1.0,2018-2019,1133,elective
100212019-20201159,10021,1.0,2019-2020,1159,compulsory
100212019-20201298,10021,1.0,2019-2020,1298,compulsory-elective
100212019-20201204,10021,1.0,2019-2020,1204,compulsory-elective
100212019-20201020,10021,1.0,2019-2020,1020,compulsory-elective
100212019-20201297,10021,1.0,2019-2020,1297,elective
100212019-20201255,10021,1.0,2019-2020,1255,elective
100212019-20201246,10021,1.0,2019-2020,1246,elective
100212019-20201236,10021,1.0,2019-2020,1236,elective
100212019-20201094,10021,1.0,2019-2020,1094,elective
100212020-20211264,10021,1.0,2020-2021,1264,compulsory
100212020-20211061,10021,1.0,2020-2021,1061,compulsory
100212020-20211173,10021,1.0,2020-2021,1173,compulsory
100212020-20211163,10021,1.0,2020-2021,1163,compulsory
100212020-20211258,10021,1.0,2020-2021,1258,elective
100212020-20211181,10021,1.0,2020-2021,1181,elective
100212020-20211081,10021,1.0,2020-2021,1081,elective
100212020-20211070,10021,1.0,2020-2021,1070,elective
100212020-20211050,10021,1.0,2020-2021,1050,elective
100212020-20211006,10021,1.0,2020-2021,1006,elective
100212021-20221277,10021,1.0,2021-2022,1277,compulsory
100212021-20221265,10021,1.0,2021-2022,1265,compulsory-elective
100212021-20221189,10021,1.0,2021-2022,1189,compulsory-elective
100212021-20221141,10021,1.0,2021-2022,1141,compulsory-elective
100212021-20221299,10021,1.0,2021-2022,1299,elective
100212021-20221248,10021,1.0,2021-2022,1248,elective
100212021-20221185,10021,1.0,2021-2022,1185,elective
100212021-20221114,10021,1.0,2021-2022,1114,elective
100212021-20221106,10021,1.0,2021-2022,1106,elective
100212021-20221032,10021,1.0,2021-2022,1032,elective
100212022-20231199,10021,1.0,2022-2023,1199,compulsory
100212022-20231140,10021,1.0,2022-2023,1140,compulsory
100212022-20231223,10021,1.0,2022-2023,1223,compulsory-elective
100212022-20231206,10021,1.0,2022-2023,1206,compulsory-elective
100212022-20231191,10021,1.0,2022-2023,1191,compulsory-elective
100212022-20231283,10021,1.0,2022-2023,1283,elective
100212022-20231145,10021,1.0,2022-2023,1145,elective
100212022-20231040,10021,1.0,2022-2023,1040,elective
100212022-20231041,10021,1.0,2022-2023,1041,elective
100212023-20241259,10021,1.0,2023-2024,1259,compulsory
100212023-20241216,10021,1.0,2023-2024,1216,compulsory-elective
100212023-20241167,10021,1.0,2023-2024,1167,compulsory-elective
100212023-20241203,10021,1.0,2023-2024,1203,elective
100212023-20241175,10021,1.0,2023-2024,1175,elective
100212023-20241121,10021,1.0,2023-2024,1121,elective
100212023-20241077,10021,1.0,2023-2024,1077,elective
100212013-20141054,10021,2.0,2013-2014,1054,compulsory
100212013-20141032,10021,2.0,2013-2014,1032,compulsory
100212013-20141299,10021,2.0,2013-2014,1299,compulsory-elective
100212013-20141294,10021,2.0,2013-2014,1294,compulsory-elective
100212013-20141157,10021,2.0,2013-2014,1157,compulsory-elective
100212013-20141285,10021,2.0,2013-2014,1285,elective
100212013-20141229,10021,2.0,2013-2014,1229,elective
100212013-20141205,10021,2.0,2013-2014,1205,elective
100212013-20141175,10021,2.0,2013-2014,1175,elective
100212013-20141145,10021,2.0,2013-2014,1145,elective
100212014-20151095,10021,2.0,2014-2015,1095,compulsory
100212014-20151254,10021,2.0,2014-2015,1254,compulsory-elective
100212014-20151242,10021,2.0,2014-2015,1242,compulsory-elective
100212014-20151205,10021,2.0,2014-2015,1205,compulsory-elective
100212014-20151074,10021,2.0,2014-2015,1074,compulsory-elective
100212014-20151247,10021,2.0,2014-2015,1247,elective
100212014-20151173,10021,2.0,2014-2015,1173,elective
100212014-20151164,10021,2.0,2014-2015,1164,elective
100212014-20151142,10021,2.0,2014-2015,1142,elective
100212014-20151015,10021,2.0,2014-2015,1015,elective
100212015-20161295,10021,2.0,2015-2016,1295,compulsory
100212015-20161243,10021,2.0,2015-2016,1243,compulsory-elective
100212015-20161061,10021,2.0,2015-2016,1061,compulsory-elective
100212015-20161015,10021,2.0,2015-2016,1015,compulsory-elective
100212015-20161296,10021,2.0,2015-2016,1296,elective
100212015-20161284,10021,2.0,2015-2016,1284,elective
100212015-20161113,10021,2.0,2015-2016,1113,elective
100212015-20161084,10021,2.0,2015-2016,1084,elective
100212016-20171292,10021,2.0,2016-2017,1292,compulsory
100212016-20171108,10021,2.0,2016-2017,1108,compulsory
100212016-20171280,10021,2.0,2016-2017,1280,compulsory-elective
100212016-20171146,10021,2.0,2016-2017,1146,compulsory-elective
100212016-20171104,10021,2.0,2016-2017,1104,compulsory-elective
100212016-20171191,10021,2.0,2016-2017,1191,elective
100212016-20171190,10021,2.0,2016-2017,1190,elective
100212016-20171153,10021,2.0,2016-2017,1153,elective
100212016-20171144,10021,2.0,2016-2017,1144,elective
100212016-20171064,10021,2.0,2016-2017,1064,elective
100212017-20181199,10021,2.0,2017-2018,1199,compulsory
100212017-20181277,10021,2.0,2017-2018,1277,compulsory-elective
100212017-20181152,10021,2.0,2017-2018,1152,compulsory-elective
100212017-20181290,10021,2.0,2017-2018,1290,elective
100212017-20181209,10021,2.0,2017-2018,1209,elective
100212017-20181108,10021,2.0,2017-2018,1108,elective
100212017-20181059,10021,2.0,2017-2018,1059,elective
100212018-20191276,10021,2.0,2018-2019,1276,compulsory
100212018-20191205,10021,2.0,2018-2019,1205,compulsory
100212018-20191238,10021,2.0,2018-2019,1238,compulsory-elective
100212018-20191159,10021,2.0,2018-2019,1159,compulsory-elective
100212018-20191097,10021,2.0,2018-2019,1097,compulsory-elective
100212018-20191269,10021,2.0,2018-2019,1269,elective
100212018-20191244,10021,2.0,2018-2019,1244,elective
100212018-20191221,10021,2.0,2018-2019,1221,elective
100212018-20191149,10021,2.0,2018-2019,1149,elective
100212018-20191031,10021,2.0,2018-2019,1031,elective
100212019-20201150,10021,2.0,2019-2020,1150,compulsory
100212019-20201054,10021,2.0,2019-2020,1054,compulsory-elective
100212019-20201043,10021,2.0,2019-2020,1043,compulsory-elective
100212019-20201024,10021,2.0,2019-2020,1024,compulsory-elective
100212019-20201269,10021,2.0,2019-2020,1269,elective
100212019-20201217,10021,2.0,2019-2020,1217,elective
100212019-20201197,10021,2.0,2019-2020,1197,elective
100212019-20201126,10021,2.0,2019-2020,1126,elective
100212019-20201086,10021,2.0,2019-2020,1086,elective
100212020-20211116,10021,2.0,2020-2021,1116,compulsory
100212020-20211255,10021,2.0,2020-2021,1255,compulsory-elective
100212020-20211239,10021,2.0,2020-2021,1239,compulsory-elective
100212020-20211080,10021,2.0,2020-2021,1080,compulsory-elective
100212020-20211051,10021,2.0,2020-2021,1051,compulsory-elective
100212020-20211238,10021,2.0,2020-2021,1238,compulsory-elective
100212020-20211188,10021,2.0,2020-2021,1188,compulsory-elective
100212020-20211179,10021,2.0,2020-2021,1179,compulsory-elective
100212020-20211079,10021,2.0,2020-2021,1079,compulsory-elective
100212021-20221156,10021,2.0,2021-2022,1156,compulsory
100212021-20221103,10021,2.0,2021-2022,1103,compulsory
100212021-20221257,10021,2.0,2021-2022,1257,compulsory-elective
100212021-20221203,10021,2.0,2021-2022,1203,compulsory-elective
100212021-20221044,10021,2.0,2021-2022,1044,compulsory-elective
100212021-20221285,10021,2.0,2021-2022,1285,elective
100212021-20221276,10021,2.0,2021-2022,1276,elective
100212021-20221187,10021,2.0,2021-2022,1187,elective
100212021-20221163,10021,2.0,2021-2022,1163,elective
100212022-20231156,10021,2.0,2022-2023,1156,compulsory
100212022-20231136,10021,2.0,2022-2023,1136,compulsory
100212022-20231244,10021,2.0,2022-2023,1244,compulsory-elective
100212022-20231172,10021,2.0,2022-2023,1172,compulsory-elective
100212022-20231165,10021,2.0,2022-2023,1165,compulsory-elective
100212022-20231067,10021,2.0,2022-2023,1067,compulsory-elective
100212022-20231249,10021,2.0,2022-2023,1249,elective
100212022-20231190,10021,2.0,2022-2023,1190,elective
100212022-20231075,10021,2.0,2022-2023,1075,elective
100212022-20231063,10021,2.0,2022-2023,1063,elective
100212022-20231050,10021,2.0,2022-2023,1050,elective
100212022-20231007,10021,2.0,2022-2023,1007,elective
100212023-20241193,10021,2.0,2023-2024,1193,compulsory
100212023-20241170,10021,2.0,2023-2024,1170,compulsory
100212023-20241232,10021,2.0,2023-2024,1232,compulsory-elective
100212023-20241145,10021,2.0,2023-2024,1145,compulsory-elective
100212023-20241074,10021,2.0,2023-2024,1074,compulsory-elective
100212023-20241016,10021,2.0,2023-2024,1016,compulsory-elective
100212023-20241244,10021,2.0,2023-2024,1244,elective
100212023-20241105,10021,2.0,2023-2024,1105,elective
100212023-20241094,10021,2.0,2023-2024,1094,elective
100212023-20241087,10021,2.0,2023-2024,1087,elective
100212023-20241004,10021,2.0,2023-2024,1004,elective
100312013-20141117,10031,1.0,2013-2014,1117,compulsory
100312013-20141163,10031,1.0,2013-2014,1163,compulsory-elective
100312013-20141128,10031,1.0,2013-2014,1128,compulsory-elective
100312013-20141251,10031,1.0,2013-2014,1251,elective
100312013-20141242,10031,1.0,2013-2014,1242,elective
100312013-20141182,10031,1.0,2013-2014,1182,elective
100312013-20141029,10031,1.0,2013-2014,1029,elective
100312013-20141017,10031,1.0,2013-2014,1017,elective
100312014-20151226,10031,1.0,2014-2015,1226,compulsory
100312014-20151219,10031,1.0,2014-2015,1219,compulsory
100312014-20151295,10031,1.0,2014-2015,1295,compulsory-elective
100312014-20151052,10031,1.0,2014-2015,1052,compulsory-elective
100312014-20151007,10031,1.0,2014-2015,1007,compulsory-elective
100312014-20151256,10031,1.0,2014-2015,1256,elective
100312014-20151167,10031,1.0,2014-2015,1167,elective
100312014-20151065,10031,1.0,2014-2015,1065,elective
100312014-20151049,10031,1.0,2014-2015,1049,elective
100312015-20161268,10031,1.0,2015-2016,1268,compulsory
100312015-20161259,10031,1.0,2015-2016,1259,compulsory-elective
100312015-20161053,10031,1.0,2015-2016,1053,compulsory-elective
100312015-20161035,10031,1.0,2015-2016,1035,compulsory-elective
100312015-20161284,10031,1.0,2015-2016,1284,elective
100312015-20161271,10031,1.0,2015-2016,1271,elective
100312015-20161206,10031,1.0,2015-2016,1206,elective
100312015-20161170,10031,1.0,2015-2016,1170,elective
100312016-20171121,10031,1.0,2016-2017,1121,compulsory
100312016-20171250,10031,1.0,2016-2017,1250,compulsory-elective
100312016-20171236,10031,1.0,2016-2017,1236,compulsory-elective
100312016-20171219,10031,1.0,2016-2017,1219,compulsory-elective
100312016-20171200,10031,1.0,2016-2017,1200,compulsory-elective
100312016-20171153,10031,1.0,2016-2017,1153,compulsory-elective
100312016-20171135,10031,1.0,2016-2017,1135,compulsory-elective
100312016-20171126,10031,1.0,2016-2017,1126,compulsory-elective
100312016-20171058,10031,1.0,2016-2017,1058,compulsory-elective
100312017-20181272,10031,1.0,2017-2018,1272,compulsory
100312017-20181010,10031,1.0,2017-2018,1010,compulsory
100312017-20181264,10031,1.0,2017-2018,1264,compulsory-elective
100312017-20181118,10031,1.0,2017-2018,1118,compulsory-elective
100312017-20181106,10031,1.0,2017-2018,1106,compulsory-elective
100312017-20181072,10031,1.0,2017-2018,1072,compulsory-elective
100312017-20181267,10031,1.0,2017-2018,1267,compulsory-elective
100312017-20181139,10031,1.0,2017-2018,1139,compulsory-elective
100312017-20181138,10031,1.0,2017-2018,1138,compulsory-elective
100312017-20181029,10031,1.0,2017-2018,1029,compulsory-elective
100312018-20191150,10031,1.0,2018-2019,1150,compulsory
100312018-20191292,10031,1.0,2018-2019,1292,compulsory-elective
100312018-20191191,10031,1.0,2018-2019,1191,compulsory-elective
100312018-20191051,10031,1.0,2018-2019,1051,compulsory-elective
100312018-20191264,10031,1.0,2018-2019,1264,elective
100312018-20191237,10031,1.0,2018-2019,1237,elective
100312018-20191164,10031,1.0,2018-2019,1164,elective
100312018-20191112,10031,1.0,2018-2019,1112,elective
100312018-20191105,10031,1.0,2018-2019,1105,elective
100312018-20191022,10031,1.0,2018-2019,1022,elective
100312019-20201296,10031,1.0,2019-2020,1296,compulsory
100312019-20201194,10031,1.0,2019-2020,1194,compulsory
100312019-20201247,10031,1.0,2019-2020,1247,compulsory-elective
100312019-20201248,10031,1.0,2019-2020,1248,compulsory-elective
100312019-20201122,10031,1.0,2019-2020,1122,compulsory-elective
100312019-20201105,10031,1.0,2019-2020,1105,compulsory-elective
100312019-20201293,10031,1.0,2019-2020,1293,elective
100312019-20201272,10031,1.0,2019-2020,1272,elective
100312019-20201259,10031,1.0,2019-2020,1259,elective
100312019-20201116,10031,1.0,2019-2020,1116,elective
100312019-20201061,10031,1.0,2019-2020,1061,elective
100312019-20201008,10031,1.0,2019-2020,1008,elective
100312020-20211119,10031,1.0,2020-2021,1119,compulsory
100312020-20211110,10031,1.0,2020-2021,1110,compulsory-elective
100312020-20211011,10031,1.0,2020-2021,1011,compulsory-elective
100312020-20211229,10031,1.0,2020-2021,1229,elective
100312020-20211198,10031,1.0,2020-2021,1198,elective
100312020-20211163,10031,1.0,2020-2021,1163,elective
100312020-20211073,10031,1.0,2020-2021,1073,elective
100312021-20221299,10031,1.0,2021-2022,1299,compulsory
100312021-20221292,10031,1.0,2021-2022,1292,compulsory
100312021-20221209,10031,1.0,2021-2022,1209,compulsory-elective
100312021-20221168,10031,1.0,2021-2022,1168,compulsory-elective
100312021-20221107,10031,1.0,2021-2022,1107,compulsory-elective
100312021-20221080,10031,1.0,2021-2022,1080,compulsory-elective
100312021-20221293,10031,1.0,2021-2022,1293,elective
100312021-20221284,10031,1.0,2021-2022,1284,elective
100312021-20221204,10031,1.0,2021-2022,1204,elective
100312021-20221104,10031,1.0,2021-2022,1104,elective
100312021-20221025,10031,1.0,2021-2022,1025,elective
100312021-20221024,10031,1.0,2021-2022,1024,elective
100312022-20231139,10031,1.0,2022-2023,1139,compulsory
100312022-20231212,10031,1.0,2022-2023,1212,compulsory-elective
100312022-20231190,10031,1.0,2022-2023,1190,compulsory-elective
100312022-20231163,10031,1.0,2022-2023,1163,compulsory-elective
100312022-20231130,10031,1.0,2022-2023,1130,compulsory-elective
100312022-20231259,10031,1.0,2022-2023,1259,compulsory-elective
100312022-20231176,10031,1.0,2022-2023,1176,compulsory-elective
100312022-20231149,10031,1.0,2022-2023,1149,compulsory-elective
100312022-20231041,10031,1.0,2022-2023,1041,compulsory-elective
100312023-20241265,10031,1.0,2023-2024,1265,compulsory
100312023-20241256,10031,1.0,2023-2024,1256,compulsory-elective
100312023-20241110,10031,1.0,2023-2024,1110,compulsory-elective
100312023-20241003,10031,1.0,2023-2024,1003,compulsory-elective
100312023-20241184,10031,1.0,2023-2024,1184,elective
100312023-20241163,10031,1.0,2023-2024,1163,elective
100312023-20241053,10031,1.0,2023-2024,1053,elective
100312023-20241020,10031,1.0,2023-2024,1020,elective
100312013-20141037,10031,2.0,2013-2014,1037,compulsory
100312013-20141288,10031,2.0,2013-2014,1288,compulsory-elective
100312013-20141204,10031,2.0,2013-2014,1204,compulsory-elective
100312013-20141149,10031,2.0,2013-2014,1149,compulsory-elective
100312013-20141259,10031,2.0,2013-2014,1259,elective
100312013-20141251,10031,2.0,2013-2014,1251,elective
100312013-20141111,10031,2.0,2013-2014,1111,elective
100312013-20141080,10031,2.0,2013-2014,1080,elective
100312013-20141071,10031,2.0,2013-2014,1071,elective
100312014-20151015,10031,2.0,2014-2015,1015,compulsory
100312014-20151283,10031,2.0,2014-2015,1283,compulsory-elective
100312014-20151142,10031,2.0,2014-2015,1142,compulsory-elective
100312014-20151132,10031,2.0,2014-2015,1132,compulsory-elective
100312014-20151245,10031,2.0,2014-2015,1245,elective
100312014-20151216,10031,2.0,2014-2015,1216,elective
100312014-20151173,10031,2.0,2014-2015,1173,elective
100312014-20151014,10031,2.0,2014-2015,1014,elective
100312015-20161216,10031,2.0,2015-2016,1216,compulsory
100312015-20161092,10031,2.0,2015-2016,1092,compulsory
100312015-20161264,10031,2.0,2015-2016,1264,compulsory-elective
100312015-20161196,10031,2.0,2015-2016,1196,compulsory-elective
100312015-20161028,10031,2.0,2015-2016,1028,compulsory-elective
100312015-20161171,10031,2.0,2015-2016,1171,elective
100312015-20161145,10031,2.0,2015-2016,1145,elective
100312015-20161087,10031,2.0,2015-2016,1087,elective
100312015-20161086,10031,2.0,2015-2016,1086,elective
100312016-20171058,10031,2.0,2016-2017,1058,compulsory
100312016-20171220,10031,2.0,2016-2017,1220,compulsory-elective
100312016-20171213,10031,2.0,2016-2017,1213,compulsory-elective
100312016-20171118,10031,2.0,2016-2017,1118,compulsory-elective
100312016-20171098,10031,2.0,2016-2017,1098,compulsory-elective
100312016-20171241,10031,2.0,2016-2017,1241,elective
100312016-20171236,10031,2.0,2016-2017,1236,elective
100312016-20171215,10031,2.0,2016-2017,1215,elective
100312016-20171161,10031,2.0,2016-2017,1161,elective
100312016-20171010,10031,2.0,2016-2017,1010,elective
100312017-20181030,10031,2.0,2017-2018,1030,compulsory
100312017-20181292,10031,2.0,2017-2018,1292,compulsory-elective
100312017-20181222,10031,2.0,2017-2018,1222,compulsory-elective
100312017-20181213,10031,2.0,2017-2018,1213,compulsory-elective
100312017-20181199,10031,2.0,2017-2018,1199,compulsory-elective
100312017-20181261,10031,2.0,2017-2018,1261,elective
100312017-20181255,10031,2.0,2017-2018,1255,elective
100312017-20181253,10031,2.0,2017-2018,1253,elective
100312017-20181185,10031,2.0,2017-2018,1185,elective
100312017-20181105,10031,2.0,2017-2018,1105,elective
100312017-20181091,10031,2.0,2017-2018,1091,elective
100312018-20191228,10031,2.0,2018-2019,1228,compulsory
100312018-20191094,10031,2.0,2018-2019,1094,compulsory
100312018-20191257,10031,2.0,2018-2019,1257,compulsory-elective
100312018-20191176,10031,2.0,2018-2019,1176,compulsory-elective
100312018-20191135,10031,2.0,2018-2019,1135,compulsory-elective
100312018-20191020,10031,2.0,2018-2019,1020,compulsory-elective
100312018-20191199,10031,2.0,2018-2019,1199,compulsory-elective
100312018-20191171,10031,2.0,2018-2019,1171,compulsory-elective
100312018-20191121,10031,2.0,2018-2019,1121,compulsory-elective
100312018-20191023,10031,2.0,2018-2019,1023,compulsory-elective
100312019-20201031,10031,2.0,2019-2020,1031,compulsory
100312019-20201233,10031,2.0,2019-2020,1233,compulsory-elective
100312019-20201189,10031,2.0,2019-2020,1189,compulsory-elective
100312019-20201152,10031,2.0,2019-2020,1152,compulsory-elective
100312019-20201296,10031,2.0,2019-2020,1296,elective
100312019-20201271,10031,2.0,2019-2020,1271,elective
100312019-20201166,10031,2.0,2019-2020,1166,elective
100312019-20201007,10031,2.0,2019-2020,1007,elective
100312020-20211217,10031,2.0,2020-2021,1217,compulsory
100312020-20211101,10031,2.0,2020-2021,1101,compulsory
100312020-20211136,10031,2.0,2020-2021,1136,compulsory
100312020-20211132,10031,2.0,2020-2021,1132,compulsory
100312020-20211262,10031,2.0,2020-2021,1262,elective
100312020-20211257,10031,2.0,2020-2021,1257,elective
100312020-20211255,10031,2.0,2020-2021,1255,elective
100312020-20211198,10031,2.0,2020-2021,1198,elective
100312020-20211069,10031,2.0,2020-2021,1069,elective
100312020-20211026,10031,2.0,2020-2021,1026,elective
100312021-20221234,10031,2.0,2021-2022,1234,compulsory
100312021-20221038,10031,2.0,2021-2022,1038,compulsory
100312021-20221251,10031,2.0,2021-2022,1251,compulsory-elective
100312021-20221203,10031,2.0,2021-2022,1203,compulsory-elective
100312021-20221172,10031,2.0,2021-2022,1172,compulsory-elective
100312021-20221039,10031,2.0,2021-2022,1039,compulsory-elective
100312021-20221270,10031,2.0,2021-2022,1270,elective
100312021-20221140,10031,2.0,2021-2022,1140,elective
100312021-20221126,10031,2.0,2021-2022,1126,elective
100312021-20221093,10031,2.0,2021-2022,1093,elective
100312021-20221084,10031,2.0,2021-2022,1084,elective
100312022-20231256,10031,2.0,2022-2023,1256,compulsory
100312022-20231112,10031,2.0,2022-2023,1112,compulsory
100312022-20231286,10031,2.0,2022-2023,1286,compulsory-elective
100312022-20231069,10031,2.0,2022-2023,1069,compulsory-elective
100312022-20231052,10031,2.0,2022-2023,1052,compulsory-elective
100312022-20231003,10031,2.0,2022-2023,1003,compulsory-elective
100312022-20231275,10031,2.0,2022-2023,1275,elective
100312022-20231110,10031,2.0,2022-2023,1110,elective
100312022-20231109,10031,2.0,2022-2023,1109,elective
100312022-20231066,10031,2.0,2022-2023,1066,elective
100312022-20231067,10031,2.0,2022-2023,1067,elective
100312022-20231030,10031,2.0,2022-2023,1030,elective
100312023-20241077,10031,2.0,2023-2024,1077,compulsory
100312023-20241011,10031,2.0,2023-2024,1011,compulsory
100312023-20241218,10031,2.0,2023-2024,1218,compulsory-elective
100312023-20241187,10031,2.0,2023-2024,1187,compulsory-elective
100312023-20241162,10031,2.0,2023-2024,1162,compulsory-elective
100312023-20241021,10031,2.0,2023-2024,1021,compulsory-elective
100312023-20241276,10031,2.0,2023-2024,1276,elective
100312023-20241263,10031,2.0,2023-2024,1263,elective
100312023-20241222,10031,2.0,2023-2024,1222,elective
100312023-20241173,10031,2.0,2023-2024,1173,elective
100312023-20241144,10031,2.0,2023-2024,1144,elective
100312023-20241092,10031,2.0,2023-2024,1092,elective
100322013-20141211,10032,1.0,2013-2014,1211,compulsory
100322013-20141156,10032,1.0,2013-2014,1156,compulsory
100322013-20141251,10032,1.0,2013-2014,1251,compulsory-elective
100322013-20141246,10032,1.0,2013-2014,1246,compulsory-elective
100322013-20141146,10032,1.0,2013-2014,1146,compulsory-elective
100322013-20141117,10032,1.0,2013-2014,1117,compulsory-elective
100322013-20141290,10032,1.0,2013-2014,1290,compulsory-elective
100322013-20141257,10032,1.0,2013-2014,1257,compulsory-elective
100322013-20141170,10032,1.0,2013-2014,1170,compulsory-elective
100322013-20141141,10032,1.0,2013-2014,1141,compulsory-elective
100322014-20151026,10032,1.0,2014-2015,1026,compulsory
100322014-20151138,10032,1.0,2014-2015,1138,compulsory-elective
100322014-20151057,10032,1.0,2014-2015,1057,compulsory-elective
100322014-20151233,10032,1.0,2014-2015,1233,elective
100322014-20151188,10032,1.0,2014-2015,1188,elective
100322014-20151117,10032,1.0,2014-2015,1117,elective
100322014-20151113,10032,1.0,2014-2015,1113,elective
100322014-20151030,10032,1.0,2014-2015,1030,elective
100322015-20161195,10032,1.0,2015-2016,1195,compulsory
100322015-20161010,10032,1.0,2015-2016,1010,compulsory
100322015-20161297,10032,1.0,2015-2016,1297,compulsory
100322015-20161156,10032,1.0,2015-2016,1156,compulsory
